incident_type,severity,affected_residents,timestamp,actual_outage_hrs,actual_cost
water_shortage,high,613,2026-01-05 11:14:12.036966,17.41,11622.26
power_outage,medium,135,2026-01-05 11:19:53.036966,9.14,4328.38
power_overload,medium,51,2026-01-05 11:46:14.036966,4.59,2172.39
power_outage,critical,2841,2026-01-05 12:04:34.036966,34.82,62735.6
power_overload,high,132,2026-01-05 12:55:28.036966,35.16,29635.64
power_overload,critical,654,2026-01-05 13:30:56.036966,12.83,21720.52
water_pressure_drop,high,451,2026-01-05 14:53:07.036966,6.6,3645.93
water_shortage,high,604,2026-01-05 14:55:55.036966,36.64,24382.01
power_overload,medium,92,2026-01-05 16:55:33.036966,3.62,1790.93
tank_overflow,medium,115,2026-01-05 17:01:23.036966,4.05,1918.33
power_outage,critical,1861,2026-01-05 17:39:24.036966,65.1,117456.16
water_shortage,high,480,2026-01-05 18:28:05.036966,20.38,13606.5
tank_overflow,low,7,2026-01-05 18:52:14.036966,1.36,446.93
tank_overflow,high,225,2026-01-05 19:36:54.036966,13.82,10147.53
abnormal_infrastructure,high,291,2026-01-05 20:56:16.036966,12.93,7968.03
abnormal_infrastructure,high,344,2026-01-05 20:57:06.036966,12.3,7584.1
power_overload,low,13,2026-01-05 23:12:23.036966,2.26,797.15
tank_overflow,critical,2235,2026-01-06 00:08:59.036966,19.62,28342.21
abnormal_infrastructure,critical,2406,2026-01-06 00:09:36.036966,67.26,80979.76
power_overload,critical,1411,2026-01-06 00:29:15.036966,44.02,74084.85
power_outage,medium,141,2026-01-06 01:29:42.036966,8.95,4215.46
power_overload,medium,25,2026-01-06 01:58:07.036966,5.09,2289.64
water_shortage,critical,1786,2026-01-06 03:36:53.036966,54.56,72246.0
water_pressure_drop,critical,2452,2026-01-06 05:08:18.036966,31.83,34916.06
tank_overflow,medium,74,2026-01-06 06:14:52.036966,1.93,868.56
water_pressure_drop,low,10,2026-01-06 06:15:31.036966,0.95,276.13
abnormal_infrastructure,high,225,2026-01-06 09:41:36.036966,19.27,11767.58
power_overload,high,453,2026-01-06 09:42:35.036966,24.32,20620.13
abnormal_infrastructure,high,187,2026-01-06 10:27:46.036966,13.59,8361.97
power_overload,high,487,2026-01-06 11:38:18.036966,19.35,16349.63
power_outage,low,36,2026-01-06 12:13:12.036966,2.59,749.82
water_pressure_drop,critical,682,2026-01-06 13:06:13.036966,11.67,12821.2
power_overload,high,208,2026-01-06 13:35:28.036966,23.09,19523.25
abnormal_infrastructure,critical,1088,2026-01-06 14:42:11.036966,66.53,80150.81
tank_overflow,low,25,2026-01-06 17:42:24.036966,2.42,725.48
water_pressure_drop,critical,2263,2026-01-06 17:45:58.036966,25.17,27463.08
abnormal_infrastructure,high,350,2026-01-06 17:48:36.036966,33.66,20313.28
water_pressure_drop,medium,81,2026-01-06 18:39:00.036966,2.0,753.68
power_overload,low,19,2026-01-06 22:04:48.036966,2.29,608.52
abnormal_infrastructure,medium,33,2026-01-06 22:39:27.036966,4.48,1483.23
abnormal_infrastructure,medium,88,2026-01-06 23:31:18.036966,3.19,1225.85
tank_overflow,medium,57,2026-01-07 00:05:55.036966,2.46,1131.79
abnormal_infrastructure,high,294,2026-01-07 00:25:30.036966,14.91,9159.6
water_shortage,low,21,2026-01-07 04:04:28.036966,1.81,397.96
power_overload,medium,75,2026-01-07 04:19:10.036966,5.54,2527.1
power_outage,high,238,2026-01-07 04:33:42.036966,11.45,10601.97
tank_overflow,low,19,2026-01-07 04:47:24.036966,1.09,436.44
power_overload,high,434,2026-01-07 05:14:03.036966,17.36,14689.68
abnormal_infrastructure,critical,1129,2026-01-07 05:48:23.036966,31.87,38477.55
power_overload,critical,2317,2026-01-07 06:51:10.036966,45.8,77381.31
water_shortage,low,24,2026-01-07 08:10:22.036966,2.36,462.54
tank_overflow,critical,1835,2026-01-07 09:26:44.036966,23.89,34503.89
tank_overflow,high,173,2026-01-07 09:34:59.036966,11.44,8360.19
water_pressure_drop,high,341,2026-01-07 09:48:58.036966,16.84,9414.81
power_overload,low,9,2026-01-07 11:43:18.036966,2.39,642.13
power_overload,low,7,2026-01-07 12:58:56.036966,2.04,611.99
abnormal_infrastructure,low,17,2026-01-07 13:36:09.036966,1.03,394.38
water_shortage,medium,112,2026-01-07 14:04:07.036966,2.64,1055.01
tank_overflow,high,216,2026-01-07 15:49:07.036966,7.59,5686.37
water_shortage,medium,60,2026-01-07 16:57:45.036966,8.06,2774.78
power_outage,critical,2539,2026-01-07 17:28:11.036966,112.16,202227.34
water_shortage,high,378,2026-01-07 18:23:47.036966,19.99,13686.72
abnormal_infrastructure,high,301,2026-01-07 18:33:02.036966,18.74,11482.03
power_overload,low,6,2026-01-07 18:41:05.036966,1.28,487.8
tank_overflow,high,492,2026-01-07 18:49:53.036966,16.6,12251.9
abnormal_infrastructure,high,369,2026-01-07 18:52:51.036966,7.55,4750.24
tank_overflow,low,27,2026-01-07 19:03:28.036966,1.13,362.41
water_shortage,medium,118,2026-01-07 19:35:15.036966,2.5,986.73
water_pressure_drop,low,28,2026-01-07 19:36:24.036966,1.42,535.04
abnormal_infrastructure,high,223,2026-01-07 20:14:31.036966,13.79,8508.72
power_outage,high,607,2026-01-07 20:17:52.036966,20.46,18740.9
power_overload,high,262,2026-01-07 21:29:49.036966,18.18,15449.38
power_overload,medium,58,2026-01-07 21:50:06.036966,5.0,2205.22
abnormal_infrastructure,medium,49,2026-01-07 23:05:03.036966,2.11,1018.55
power_outage,low,39,2026-01-07 23:21:37.036966,1.93,554.15
power_outage,high,574,2026-01-07 23:42:02.036966,24.86,22770.48
power_outage,high,207,2026-01-08 00:04:38.036966,18.95,17257.41
water_shortage,high,745,2026-01-08 00:34:31.036966,11.35,7681.46
power_overload,low,30,2026-01-08 01:01:18.036966,1.98,499.35
water_shortage,critical,2100,2026-01-08 01:58:43.036966,33.09,43920.32
water_shortage,critical,1092,2026-01-08 02:15:33.036966,38.71,51559.94
abnormal_infrastructure,low,22,2026-01-08 04:53:21.036966,0.76,291.21
power_outage,low,19,2026-01-08 05:18:52.036966,1.84,636.07
abnormal_infrastructure,high,439,2026-01-08 05:19:18.036966,9.88,6034.42
abnormal_infrastructure,high,346,2026-01-08 05:38:07.036966,2.72,2024.72
water_shortage,critical,2743,2026-01-08 06:52:31.036966,41.11,54350.46
water_shortage,medium,82,2026-01-08 08:42:55.036966,6.51,2355.26
abnormal_infrastructure,medium,41,2026-01-08 08:47:20.036966,3.34,1437.17
power_outage,low,40,2026-01-08 08:51:31.036966,2.5,771.36
power_overload,low,10,2026-01-08 09:51:28.036966,1.33,422.41
power_overload,medium,77,2026-01-08 12:07:26.036966,6.91,3037.09
abnormal_infrastructure,critical,581,2026-01-08 12:19:48.036966,31.42,37915.24
power_overload,critical,2417,2026-01-08 14:10:16.036966,48.21,81279.82
power_overload,high,374,2026-01-08 14:29:15.036966,12.15,10468.39
tank_overflow,critical,499,2026-01-08 14:31:54.036966,25.68,37066.18
power_outage,critical,2355,2026-01-08 15:15:07.036966,117.88,212337.46
power_overload,high,367,2026-01-08 20:48:28.036966,9.03,7798.83
power_overload,high,228,2026-01-08 22:52:51.036966,19.54,16562.54
power_outage,low,15,2026-01-08 23:25:46.036966,2.45,1033.1
power_overload,critical,1065,2026-01-09 01:03:45.036966,31.15,52502.58
power_outage,high,507,2026-01-09 01:07:45.036966,34.97,31737.13
abnormal_infrastructure,medium,105,2026-01-09 01:09:56.036966,2.7,927.52
power_outage,high,369,2026-01-09 01:44:18.036966,44.76,40414.23
power_overload,critical,1292,2026-01-09 02:05:21.036966,39.78,67187.93
water_pressure_drop,critical,554,2026-01-09 02:21:51.036966,43.29,46865.81
power_outage,critical,1645,2026-01-09 02:25:45.036966,47.66,85940.96
water_pressure_drop,low,5,2026-01-09 02:40:12.036966,1.0,247.82
tank_overflow,critical,1969,2026-01-09 02:49:24.036966,23.8,34585.64
abnormal_infrastructure,critical,424,2026-01-09 03:23:50.036966,7.21,8824.7
abnormal_infrastructure,high,180,2026-01-09 03:27:46.036966,4.62,3158.63
abnormal_infrastructure,critical,749,2026-01-09 03:48:59.036966,26.06,31436.48
water_shortage,critical,1416,2026-01-09 04:11:23.036966,90.39,119417.23
power_overload,critical,1274,2026-01-09 05:13:45.036966,16.86,28565.93
power_overload,critical,2013,2026-01-09 05:27:50.036966,99.72,167801.83
water_shortage,critical,2955,2026-01-09 05:54:51.036966,24.54,32790.93
abnormal_infrastructure,low,19,2026-01-09 06:03:05.036966,0.91,273.09
abnormal_infrastructure,high,136,2026-01-09 06:33:14.036966,8.4,5240.66
power_overload,low,23,2026-01-09 06:48:33.036966,2.26,695.34
tank_overflow,high,266,2026-01-09 07:23:10.036966,10.42,7640.71
power_overload,critical,2041,2026-01-09 07:48:53.036966,25.44,42945.46
power_overload,low,24,2026-01-09 09:23:49.036966,2.21,665.05
water_pressure_drop,critical,2371,2026-01-09 09:33:07.036966,50.28,54463.06
power_outage,low,31,2026-01-09 09:59:48.036966,2.31,655.15
abnormal_infrastructure,critical,884,2026-01-09 12:10:02.036966,21.04,25411.08
water_shortage,high,517,2026-01-09 13:30:21.036966,9.78,6643.72
water_shortage,medium,52,2026-01-09 13:34:23.036966,7.14,2583.37
water_shortage,medium,159,2026-01-09 13:36:50.036966,4.07,1439.73
tank_overflow,medium,49,2026-01-09 17:35:59.036966,1.63,681.31
tank_overflow,medium,97,2026-01-09 18:00:16.036966,3.97,1721.87
tank_overflow,critical,778,2026-01-09 19:38:05.036966,26.02,37688.15
tank_overflow,low,7,2026-01-09 21:01:10.036966,1.38,645.22
abnormal_infrastructure,critical,986,2026-01-09 22:08:24.036966,33.8,40831.7
abnormal_infrastructure,low,27,2026-01-09 22:13:33.036966,1.77,462.78
power_overload,medium,46,2026-01-09 23:09:14.036966,7.01,3176.32
tank_overflow,medium,26,2026-01-09 23:29:53.036966,3.53,1500.12
power_outage,low,36,2026-01-09 23:31:59.036966,1.84,906.15
water_shortage,high,549,2026-01-10 00:00:38.036966,13.85,9404.25
water_pressure_drop,low,13,2026-01-10 01:52:44.036966,0.75,398.87
water_shortage,medium,64,2026-01-10 02:49:20.036966,4.11,1898.91
water_shortage,critical,3390,2026-01-10 03:16:10.036966,28.66,38030.29
water_pressure_drop,medium,36,2026-01-10 03:26:44.036966,2.25,794.44
water_pressure_drop,critical,1483,2026-01-10 04:21:58.036966,29.04,31560.8
power_overload,high,314,2026-01-10 06:51:51.036966,11.64,10137.29
power_outage,critical,1203,2026-01-10 07:44:02.036966,52.13,94013.08
power_outage,medium,141,2026-01-10 08:41:15.036966,5.47,2592.16
power_outage,low,40,2026-01-10 08:54:21.036966,1.88,637.38
abnormal_infrastructure,high,481,2026-01-10 10:11:59.036966,11.78,7156.23
water_shortage,medium,57,2026-01-10 10:22:29.036966,4.3,1636.88
water_shortage,medium,46,2026-01-10 11:40:21.036966,5.58,2100.04
power_outage,medium,159,2026-01-10 11:53:15.036966,6.42,3275.49
abnormal_infrastructure,low,25,2026-01-10 12:08:17.036966,2.07,716.7
tank_overflow,low,21,2026-01-10 13:37:56.036966,1.38,387.35
power_overload,critical,2228,2026-01-10 15:07:37.036966,34.64,58416.44
abnormal_infrastructure,medium,37,2026-01-10 15:10:13.036966,2.56,1199.78
tank_overflow,medium,105,2026-01-10 15:13:36.036966,1.88,1226.63
water_shortage,low,43,2026-01-10 17:26:18.036966,1.69,450.26
water_shortage,low,37,2026-01-10 20:33:37.036966,1.35,407.2
abnormal_infrastructure,low,16,2026-01-10 20:42:55.036966,1.67,648.49
power_outage,low,42,2026-01-10 21:24:02.036966,3.88,998.02
power_overload,low,30,2026-01-10 21:53:09.036966,1.48,504.94
abnormal_infrastructure,high,358,2026-01-10 21:58:13.036966,10.08,6376.76
power_overload,low,19,2026-01-10 22:18:19.036966,1.65,476.01
water_shortage,critical,3343,2026-01-10 23:05:04.036966,52.9,69990.78
tank_overflow,medium,75,2026-01-11 00:26:25.036966,6.16,2392.3
power_outage,low,42,2026-01-11 00:55:01.036966,2.79,847.53
abnormal_infrastructure,low,12,2026-01-11 02:13:22.036966,1.35,421.57
abnormal_infrastructure,medium,96,2026-01-11 02:46:55.036966,3.3,1172.27
power_outage,high,157,2026-01-11 03:55:25.036966,14.25,12963.36
water_shortage,high,625,2026-01-11 04:24:28.036966,8.85,5983.62
abnormal_infrastructure,low,25,2026-01-11 04:49:55.036966,1.35,443.15
power_overload,low,16,2026-01-11 07:15:19.036966,1.2,489.81
water_shortage,critical,2035,2026-01-11 08:13:51.036966,101.87,134736.06
power_overload,medium,87,2026-01-11 08:27:30.036966,7.53,3484.63
water_pressure_drop,low,23,2026-01-11 09:04:19.036966,1.09,320.13
power_outage,critical,2038,2026-01-11 10:04:32.036966,58.02,104558.95
water_shortage,high,613,2026-01-11 10:08:44.036966,34.99,23188.86
power_overload,low,29,2026-01-11 10:10:40.036966,1.3,563.45
power_overload,high,473,2026-01-11 10:45:08.036966,21.52,18279.62
power_overload,low,12,2026-01-11 11:42:51.036966,1.55,753.29
power_outage,high,658,2026-01-11 11:49:33.036966,10.24,9567.52
water_pressure_drop,medium,49,2026-01-11 12:33:41.036966,4.71,1486.48
water_pressure_drop,medium,41,2026-01-11 14:01:38.036966,2.25,822.33
power_outage,high,255,2026-01-11 14:06:18.036966,37.2,33604.53
power_overload,medium,68,2026-01-11 14:16:53.036966,3.44,1755.51
water_shortage,high,394,2026-01-11 15:45:17.036966,13.11,8987.77
abnormal_infrastructure,low,24,2026-01-11 16:28:51.036966,1.68,534.5
water_pressure_drop,medium,101,2026-01-11 17:19:45.036966,1.76,673.97
abnormal_infrastructure,high,124,2026-01-11 17:30:33.036966,11.82,7315.77
water_pressure_drop,medium,111,2026-01-11 17:34:25.036966,2.09,792.88
water_pressure_drop,low,25,2026-01-11 17:47:40.036966,0.83,215.4
abnormal_infrastructure,high,382,2026-01-11 19:27:49.036966,15.4,9315.72
abnormal_infrastructure,medium,44,2026-01-11 19:58:19.036966,5.14,2001.73
power_outage,critical,2470,2026-01-11 20:00:12.036966,33.14,59973.31
tank_overflow,critical,645,2026-01-11 20:38:28.036966,55.99,80768.76
water_shortage,high,727,2026-01-11 23:14:21.036966,7.37,5147.01
power_overload,high,486,2026-01-12 00:29:25.036966,10.38,8830.89
water_shortage,critical,2830,2026-01-12 00:48:11.036966,44.74,59369.88
tank_overflow,high,457,2026-01-12 01:32:31.036966,13.34,9763.22
tank_overflow,medium,76,2026-01-12 01:59:53.036966,7.66,2881.03
power_outage,high,714,2026-01-12 02:03:01.036966,14.27,13087.9
water_pressure_drop,critical,1354,2026-01-12 02:43:00.036966,13.73,14977.12
water_shortage,high,657,2026-01-12 02:53:33.036966,23.45,15666.16
power_outage,low,28,2026-01-12 02:59:10.036966,0.96,315.5
water_shortage,critical,3225,2026-01-12 03:01:39.036966,76.83,101750.29
power_outage,medium,69,2026-01-12 04:11:04.036966,5.71,2702.33
water_shortage,medium,118,2026-01-12 04:11:33.036966,8.59,3424.81
water_pressure_drop,medium,37,2026-01-12 05:11:28.036966,3.71,1203.53
water_shortage,low,36,2026-01-12 05:24:42.036966,1.52,504.97
tank_overflow,critical,2062,2026-01-12 06:37:27.036966,51.54,74373.69
abnormal_infrastructure,low,7,2026-01-12 07:21:04.036966,1.1,278.43
power_outage,critical,1144,2026-01-12 07:31:24.036966,161.8,291850.63
water_pressure_drop,medium,114,2026-01-12 08:54:23.036966,3.48,1135.15
tank_overflow,low,14,2026-01-12 09:56:03.036966,2.0,573.98
tank_overflow,low,29,2026-01-12 13:46:27.036966,2.11,522.41
power_overload,critical,1607,2026-01-12 13:47:52.036966,44.25,74493.49
water_pressure_drop,high,136,2026-01-12 14:02:58.036966,28.51,15475.7
tank_overflow,high,476,2026-01-12 14:54:20.036966,15.48,11209.4
water_pressure_drop,critical,1518,2026-01-12 17:01:39.036966,6.66,7341.6
tank_overflow,low,29,2026-01-12 17:15:58.036966,1.52,471.2
abnormal_infrastructure,medium,119,2026-01-12 17:26:51.036966,4.53,1464.8
tank_overflow,medium,48,2026-01-12 17:37:18.036966,2.68,1130.68
water_shortage,high,625,2026-01-12 18:47:20.036966,18.68,12445.38
water_shortage,high,682,2026-01-12 19:36:40.036966,11.18,7775.94
power_overload,critical,1862,2026-01-12 20:07:44.036966,29.98,50555.13
power_outage,critical,1266,2026-01-12 20:35:34.036966,126.79,228477.13
power_overload,low,13,2026-01-12 20:39:03.036966,2.06,752.81
power_overload,low,10,2026-01-12 21:02:47.036966,1.95,628.11
water_shortage,critical,1746,2026-01-12 22:03:37.036966,17.41,23216.09
power_overload,low,24,2026-01-12 22:31:34.036966,3.14,916.35
abnormal_infrastructure,medium,26,2026-01-12 22:35:32.036966,5.74,1841.55
water_shortage,high,463,2026-01-12 22:48:49.036966,13.53,9091.75
power_outage,low,19,2026-01-12 23:07:36.036966,2.18,936.87
power_outage,critical,3306,2026-01-13 00:41:28.036966,106.25,191607.25
water_shortage,low,10,2026-01-13 01:27:53.036966,1.53,524.34
water_shortage,medium,90,2026-01-13 01:28:04.036966,3.35,1303.54
water_pressure_drop,critical,2453,2026-01-13 01:34:00.036966,34.38,37272.79
water_pressure_drop,high,369,2026-01-13 02:21:40.036966,7.66,4195.92
water_pressure_drop,high,428,2026-01-13 02:46:18.036966,7.45,4208.75
tank_overflow,medium,93,2026-01-13 03:38:46.036966,1.62,715.18
power_overload,critical,2229,2026-01-13 04:55:10.036966,95.64,161016.84
power_overload,low,25,2026-01-13 05:30:45.036966,1.71,625.33
power_overload,low,12,2026-01-13 05:50:34.036966,2.22,786.04
power_outage,critical,2701,2026-01-13 06:30:29.036966,50.46,90932.45
abnormal_infrastructure,low,15,2026-01-13 06:44:54.036966,2.11,419.62
power_outage,medium,58,2026-01-13 06:50:20.036966,4.43,2091.72
power_outage,high,511,2026-01-13 07:06:12.036966,12.78,11800.54
tank_overflow,low,16,2026-01-13 07:16:25.036966,1.46,488.99
water_pressure_drop,low,8,2026-01-13 07:34:55.036966,1.18,409.33
water_pressure_drop,critical,2313,2026-01-13 07:59:08.036966,33.37,36147.05
water_pressure_drop,critical,1048,2026-01-13 08:08:34.036966,53.27,57653.22
water_pressure_drop,critical,1163,2026-01-13 10:27:43.036966,46.69,50621.59
water_pressure_drop,high,419,2026-01-13 11:05:30.036966,15.43,8490.81
abnormal_infrastructure,critical,718,2026-01-13 11:31:26.036966,9.84,11970.03
power_outage,high,178,2026-01-13 11:40:29.036966,27.25,24670.84
tank_overflow,medium,117,2026-01-13 13:53:17.036966,7.66,2958.74
power_overload,critical,1139,2026-01-13 15:20:22.036966,38.62,65128.85
power_overload,high,428,2026-01-13 16:18:12.036966,18.19,15478.11
power_overload,medium,87,2026-01-13 16:24:19.036966,7.47,3316.05
water_pressure_drop,medium,61,2026-01-13 16:30:42.036966,1.74,664.34
water_shortage,low,9,2026-01-13 16:53:09.036966,1.45,346.71
power_outage,low,19,2026-01-13 17:09:46.036966,3.59,1027.35
power_outage,high,630,2026-01-13 17:22:17.036966,12.77,11624.04
abnormal_infrastructure,critical,1836,2026-01-13 17:34:58.036966,62.25,74946.95
power_outage,medium,163,2026-01-13 19:28:57.036966,6.0,2883.05
power_outage,medium,171,2026-01-13 21:02:32.036966,8.64,4070.46
power_overload,critical,829,2026-01-13 21:09:14.036966,18.96,32028.23
water_shortage,low,24,2026-01-13 22:05:02.036966,1.58,397.13
power_outage,medium,94,2026-01-13 23:22:36.036966,3.16,1554.57
water_pressure_drop,low,18,2026-01-13 23:39:39.036966,0.97,439.21
power_overload,medium,114,2026-01-14 00:01:59.036966,6.9,3075.15
tank_overflow,high,251,2026-01-14 02:17:13.036966,9.23,7449.87
power_overload,low,30,2026-01-14 03:54:27.036966,1.36,456.11
water_shortage,critical,1060,2026-01-14 05:59:25.036966,50.57,66972.73
abnormal_infrastructure,low,7,2026-01-14 07:00:55.036966,2.28,646.29
abnormal_infrastructure,high,190,2026-01-14 10:00:41.036966,6.91,4394.41
power_outage,critical,2955,2026-01-14 10:46:46.036966,54.55,98428.82
abnormal_infrastructure,critical,1949,2026-01-14 11:55:56.036966,31.46,37898.14
abnormal_infrastructure,critical,622,2026-01-14 14:41:19.036966,27.73,33371.52
water_shortage,low,40,2026-01-14 15:22:14.036966,2.22,425.98
power_outage,high,478,2026-01-14 15:22:26.036966,24.7,22340.92
power_outage,medium,117,2026-01-14 17:04:05.036966,5.91,2839.52
water_shortage,critical,1444,2026-01-14 19:31:14.036966,16.28,21865.62
water_pressure_drop,low,26,2026-01-14 20:10:28.036966,1.41,306.06
tank_overflow,high,411,2026-01-14 20:42:09.036966,9.57,7063.49
tank_overflow,low,26,2026-01-14 21:50:21.036966,1.29,930.58
power_outage,high,627,2026-01-14 21:57:27.036966,23.43,21357.52
power_outage,high,742,2026-01-14 23:16:33.036966,7.48,6838.04
power_outage,low,28,2026-01-14 23:24:25.036966,1.74,500.05
